policy_path,repeat,seed,reason,steps,laps,best_lap_seconds,progress_m,total_score,max_speed_kmh,average_speed_kmh,off_track_steps
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\checkpoints\agent6_td3_sector_v2\agent6_td3_scratch_75000_steps.zip,1,2101606466,car stuck,1082,0,,200.849,34601.56649274576,68.5152,32.012638617677446,0
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\checkpoints\agent6_td3_sector_v2\agent6_td3_scratch_75000_steps.zip,2,2660676369,car stuck,1052,0,,199.827,34410.14109893986,76.805,32.74531843481467,0
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\checkpoints\agent6_td3_sector_v2\agent6_td3_scratch_75000_steps.zip,3,3000463575,car stuck,1039,0,,198.296,34170.545109032384,77.5051,32.921592743674644,0
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\checkpoints\agent6_td3_sector_v2\agent6_td3_scratch_75000_steps.zip,4,1611510062,car stuck,1072,0,,198.781,34283.01238187081,71.8387,32.01060845952145,0
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\checkpoints\agent6_td3_sector_v2\agent6_td3_scratch_75000_steps.zip,5,3402402747,car stuck,1038,0,,188.012,32189.33089956112,69.4042,31.04154813420043,0
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\checkpoints\agent6_td3_sector_v2\agent6_td3_scratch_100000_steps.zip,1,2101606466,car stuck,1327,0,,224.771,37655.21951350263,60.2116,28.548175291666894,15
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\checkpoints\agent6_td3_sector_v2\agent6_td3_scratch_100000_steps.zip,2,2660676369,car stuck,1668,0,,490.498,80127.07110855092,118.805,48.05765797985605,0
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\checkpoints\agent6_td3_sector_v2\agent6_td3_scratch_100000_steps.zip,3,3000463575,car stuck,1146,0,,177.754,29964.556031300035,65.0717,26.351581899808014,16
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\checkpoints\agent6_td3_sector_v2\agent6_td3_scratch_100000_steps.zip,4,1611510062,car stuck,1127,0,,172.066,29006.359848754848,59.1493,25.965752658207652,14
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\checkpoints\agent6_td3_sector_v2\agent6_td3_scratch_100000_steps.zip,5,3402402747,car stuck,1146,0,,175.902,29657.57701793452,60.895500000000006,26.089119750698043,13
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\checkpoints\agent6_td3_sector_v2\agent6_td3_scratch_125000_steps.zip,1,2101606466,car stuck,2554,0,,500.91,82851.43477652015,72.6401,32.53809727328776,0
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\checkpoints\agent6_td3_sector_v2\agent6_td3_scratch_125000_steps.zip,2,2660676369,car stuck,2693,0,,488.14,81747.97332011779,69.3184,30.49211479812414,32
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\checkpoints\agent6_td3_sector_v2\agent6_td3_scratch_125000_steps.zip,3,3000463575,car stuck,1337,0,,166.011,27589.49313047316,46.4623,20.86963919708305,17
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\checkpoints\agent6_td3_sector_v2\agent6_td3_scratch_125000_steps.zip,4,1611510062,car stuck,2458,0,,500.587,82908.000019061,71.4629,33.82986200220091,0
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\checkpoints\agent6_td3_sector_v2\agent6_td3_scratch_125000_steps.zip,5,3402402747,car stuck,2529,0,,499.419,82629.95115668255,72.3794,32.77258448994833,6
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\checkpoints\agent6_td3_sector_v2\agent6_td3_scratch_150000_steps.zip,1,2101606466,out of bounds,336,0,,74.7849,12077.985372204776,98.3459,37.11271736458334,9
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\checkpoints\agent6_td3_sector_v2\agent6_td3_scratch_150000_steps.zip,2,2660676369,wrong direction,365,0,,88.2969,13339.671106297226,98.5319,38.2055537290411,30
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\checkpoints\agent6_td3_sector_v2\agent6_td3_scratch_150000_steps.zip,3,3000463575,out of bounds,4482,0,,1923.91,323528.93359697395,126.45100000000001,72.4142595370593,41
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\checkpoints\agent6_td3_sector_v2\agent6_td3_scratch_150000_steps.zip,4,1611510062,out of bounds,4128,0,,1923.09,325443.08126454643,140.354,79.10280740172013,40
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\checkpoints\agent6_td3_sector_v2\agent6_td3_scratch_150000_steps.zip,5,3402402747,out of bounds,334,0,,74.0862,11821.245434193277,98.8578,36.90593797994012,8
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\agent6_td3_scratch_racer_best_evaluation.zip,1,2101606466,out of bounds,336,0,,74.7849,12077.985372204776,98.3459,37.11271736458334,9
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\agent6_td3_scratch_racer_best_evaluation.zip,2,2660676369,wrong direction,365,0,,88.2969,13339.671106297226,98.5319,38.2055537290411,30
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\agent6_td3_scratch_racer_best_evaluation.zip,3,3000463575,out of bounds,4482,0,,1923.91,323528.93359697395,126.45100000000001,72.4142595370593,41
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\agent6_td3_scratch_racer_best_evaluation.zip,4,1611510062,out of bounds,4128,0,,1923.09,325443.08126454643,140.354,79.10280740172013,40
C:\Users\natha\OneDrive\Desktop\MAT099\mat099-enhanced-ai-racing\models\agent6_td3_scratch_racer_best_evaluation.zip,5,3402402747,out of bounds,334,0,,74.0862,11821.245434193277,98.8578,36.90593797994012,8
